CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,Alk,Cond,Hard,TDS,Fe,Mn,F,FC,NO3N,As,Cd,Cr,Hg,Pb
BROTE CARMINA 3,CARMINA 3 BROTE,RÍO BRAVO,COAHUILA DE ZARAGOZA,ACUÑA ,PRESA LA AMISTAD,BROTE,-101.07538,29.44255,2022,139.7,884.0,505.8,562.4,0.025,0.032,0.82,97.0,0.591,0.01,0.003,0.005,0.0005,0.005
CAZEPA-1,POZO SAN FERNANDO 1,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.53551,25.50971,2022,141.3,279.0,132.0,184.6,0.025,0.0015,0.52,1.1,0.317,0.01,0.003,0.005,0.0005,0.005
CAZEPA-10,POZO EL HUARACHE,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,PRINCIPAL-REGION LAGUNERA,POZO,-103.49819,25.52886,2022,200.0,519.0,230.0,378.0,0.375,0.025,0.43,1.1,3.182,0.01,0.003,0.005,0.0005,0.015
CAZEPA-11,POZO LAS AURAS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,PRINCIPAL-REGION LAGUNERA,POZO,-103.51438,25.54889,2022,176.8,548.0,188.0,322.0,0.029,0.002,0.5,1.1,3.843,0.021,0.003,0.005,0.0005,0.005
CAZEPA-2,POZO SAN FERNANDO 2,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.53953,25.50946,2022,168.4,378.0,152.0,247.4,0.025,0.088,0.55,1.1,0.295,0.01,0.003,0.005,0.0005,0.005
CAZEPA-25,POZO RAYMUNDO,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.54054,25.51169,2022,170.2,372.0,162.0,242.8,0.025,0.003,0.48,1.1,0.44,0.01,0.003,0.005,0.0005,0.005
CAZEPA-3,POZO SAN FERNANDO 3,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.53687,25.50951,2022,203.4,540.0,220.0,384.4,0.051,0.003,0.47,1.1,1.748,0.016,0.003,0.005,0.0005,0.005
CAZEPA-4,POZO SAN FERNANDO 4,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.53752,25.50777,2022,206.8,551.0,216.0,387.8,0.025,0.049,0.52,1.1,1.058,0.013,0.003,0.005,0.0005,0.005
CAZEPA-5,POZO SAN FERNANDO 5,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.5385,25.50933,2022,207.9,546.0,226.0,395.2,0.025,0.009,0.46,1.1,0.891,0.015,0.003,0.005,0.0005,0.005
CAZEPA-7,POZO SAN FERNANDO 7,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.53713,25.50861,2022,203.4,532.0,220.0,378.8,0.025,0.0015,0.46,1.1,1.21,0.011,0.003,0.005,0.0005,0.005
CAZEPA-8,POZO EL BORDO,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,PRINCIPAL-REGION LAGUNERA,POZO,-103.52094,25.52657,2022,225.4,502.0,240.0,392.8,0.907,0.042,0.34,41.0,4.118,0.01,0.003,0.005,0.0005,0.005
CAZEPA-9,POZO VILLA JARDIN,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,PRINCIPAL-REGION LAGUNERA,POZO,-103.51117,25.54824,2022,204.4,564.0,238.0,400.8,0.025,0.0015,0.53,1.1,4.296,0.022,0.003,0.005,0.0005,0.005
DLAGU19,POZO PASO BLANCO,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,VALLE DE AGUASCALIENTES,POZO,-102.31557,21.97497,2022,429.7,925.0,283.1,620.8,0.025,0.0015,1.01,1.1,1.671,0.01,0.003,0.005,0.0005,0.005
DLAGU3,PALO ALTO POZO Nº 2,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,EL LLANO,EL LLANO,POZO,-101.96439,21.9055,2022,202.9,514.0,128.5,396.4,0.025,0.0015,3.06,1.1,1.591,0.01,0.003,0.005,0.0005,0.005
DLAGU42,CALVILLO POZO NO. 1 INDEPENDENCIA,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,CALVILLO,VALLE DE CALVILLO,POZO,-102.728,21.84439,2022,117.2,354.0,94.4,269.0,0.025,0.0015,1.04,1.1,2.732,0.01,0.003,0.005,0.0005,0.005
DLAGU49,POZO TAPIAS VIEJAS,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,VENADERO,POZO,-102.53558,21.85116,2022,170.3,376.0,106.4,250.4,0.025,0.0015,1.78,1.1,1.652,0.01,0.003,0.005,0.0005,0.005
DLAGU5576,POZO NUM 6 PARRAS,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,AGUASCALIENTES,VALLE DE AGUASCALIENTES,POZO,-102.2816666667,21.9150277778,2022,218.1,526.0,140.6,382.2,0.025,0.0015,1.36,1.1,1.453,0.016,0.003,0.005,0.0005,0.005
DLAGU7,POZO COSIO,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,COSÍO,VALLE DE AGUASCALIENTES,POZO,-102.28801,22.36685,2022,202.9,555.0,112.4,327.4,0.025,0.0015,1.74,1.1,1.527,0.035,0.003,0.005,0.0005,0.005
DLAGU9,POZO EL SALITRILLO,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,VALLE DE AGUASCALIENTES,POZO,-102.29449,22.18435,2022,317.9,681.0,196.8,460.8,0.025,0.0015,1.15,31.0,1.318,0.016,0.003,0.005,0.0005,0.005
DLBAJ108,POZO A.P. CNA 7 (ANTES POZO A.P. CNA 6),PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,POZO,-110.22067,23.46493,2022,177.6,426.0,170.3,271.0,0.025,0.0015,0.34,1.1,6.246,0.01,0.003,0.005,0.0005,0.005
DLBAJ117,LAS PARRITAS,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL CARRIZAL,POZO,-110.088778,23.799861,2022,377.6,1140.0,478.9,769.0,0.025,0.0015,0.34,5475.0,6.925,0.01,0.003,0.005,0.0005,0.005
DLBAJ118,SAN ANTONIO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-110.054722,23.824722,2022,329.8,1441.0,530.4,1098.3,0.25,0.018,0.55,3654.0,6.819,0.58,0.003,0.005,0.0005,0.005
DLBAJ119,AGUA AMARGA Y SAN PEDRO MEXICO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.907091,23.94632,2022,134.5,1186.0,239.5,682.0,0.025,0.0015,0.5,52.0,5.445,0.01,0.003,0.005,0.0005,0.005
DLBAJ125,JUAN DOMINGUEZ COTA,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.95892,23.97374,2022,97.7,4934.0,940.0,3210.0,0.777,0.034,0.26,10.0,0.863,0.028,0.003,0.005,0.0006,0.164
DLBAJ127,TIRO SANTA CRUZ,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-110.0611,23.80554,2022,252.8,1320.0,550.2,988.3,0.025,0.0015,0.38,51.0,0.237,0.13,0.003,0.005,0.0005,0.005
DLBAJ128,EL ROSARIO II,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL CARRIZAL,POZO,-110.11185,23.74221,2022,355.9,1490.0,522.5,970.8,1.385,0.432,0.37,2481.0,0.21,0.019,0.003,0.005,0.0005,0.005
DLBAJ129,"SP. A.P. 1, L. 9, COL. SIN.",PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDÚ,SANTO DOMINGO,POZO,-111.72009,25.13549,2022,192.8,893.0,232.7,582.4,0.025,0.0015,0.39,1.1,9.611,0.01,0.003,0.005,0.0005,0.005
DLBAJ130,L. 16-17 COL. LAGUNA,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDÚ,SANTO DOMINGO,POZO,-111.8038,25.2401,2022,247.9,1073.0,136.1,701.0,0.094,0.002,0.61,1.1,2.912,0.01,0.003,0.013,0.0005,0.005
DLBAJ131,"L. 20, EJ. STO. DOMINGO",PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDÚ,SANTO DOMINGO,POZO,-111.92221,25.5047,2022,269.3,8467.0,2794.1,7084.0,1.308,0.026,0.55,3448.0,5.17,0.01,0.003,0.005,0.0005,0.005
DLBAJ136,EL SARGENTO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.9646667,23.96966,2022,125.9,514.0,51.5,281.6,0.114,0.005,0.5,1.1,0.688,0.138,0.003,0.006,0.0005,0.005
DLBAJ137M1,POZO 51 AP,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.939889,23.966833,2022,99.8,2114.0,542.2,1417.7,0.027,0.0015,0.3,1.1,11.725,0.01,0.003,0.005,0.0005,0.005
DLBAJ149,POZO NO. 14,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,SAN JUAN B. LONDO,POZO,-111.50755,26.24466,2022,242.8,897.0,195.3,572.0,0.025,0.002,0.47,1.1,3.501,0.028,0.003,0.005,0.0005,0.005
DLBAJ150,POZO 2A,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,SAN JUAN B. LONDO,POZO,-111.54894,26.30176,2022,210.1,1813.0,369.8,1135.0,0.025,0.0015,0.42,1.1,6.321,0.01,0.003,0.005,0.0005,0.005
DLBAJ157,MULEGE 1,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,MULEGE,POZO,-112.00146,26.88679,2022,192.8,1419.0,365.6,948.0,0.025,0.002,0.34,1.1,10.096,0.013,0.003,0.005,0.0005,0.005
DLBAJ161,CNA-SI-03 (EJ. ALFREDO V. BONFIL),PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SAN IGNACIO,POZO,-112.762754,27.3359,2022,193.8,953.0,367.7,683.2,2.21,0.097,0.33,85.0,1.889,0.01,0.003,0.005,0.0005,0.005
DLBAJ183,LAGUNEROS 2,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,VIZCAINO,POZO,-113.67867,27.82175,2022,141.8,824.0,274.2,630.4,0.19,0.0015,0.31,1.1,1.57,0.01,0.003,0.037,0.0005,0.005
DLBAJ184,DIAZ ORDAZ 2. 2A. ETAPA,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,VIZCAINO,POZO,-113.4545,27.7335,2022,151.0,720.0,78.9,420.4,0.025,0.0015,0.76,1.1,3.752,0.01,0.003,0.04,0.0005,0.005
DLBAJ186,E. ZAPATA 1,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,VIZCAINO,POZO,-113.3826,27.5469,2022,187.7,2311.0,731.2,1566.7,0.272,0.007,0.27,171.0,11.458,0.01,0.003,0.042,0.0005,0.005
DLBAJ54,POZO NO.VII R(ANTES A.P. VII),PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.29474,24.13871,2022,121.5,685.0,160.3,437.4,0.025,0.0015,0.22,1.1,8.107,0.01,0.003,0.005,0.0005,0.005
DLBAJ5534,POZO AP EL CENTENARIO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.422777777778,24.07625,2022,200.7,932.0,122.7,533.0,0.025,0.0015,0.69,1.1,2.547,0.03,0.003,0.007,0.0005,0.005
DLBAJ5535,POZO AP LA ARDILLA 1,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.470794,24.126101,2022,227.8,1367.0,195.9,767.0,0.025,0.0015,0.94,1.1,5.59,0.045,0.003,0.01,0.0005,0.005
DLBAJ5536,POZO AP LA ARDILLA 2,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.472524,24.113759,2022,243.0,1737.0,172.2,989.7,0.025,0.0015,0.9,1.1,5.91,0.049,0.003,0.012,0.0005,0.005
DLBAJ70,POZO NO. XII (ANTES A.P. XII),PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.30773,24.08008,2022,204.0,2202.0,745.8,1721.3,0.031,0.002,0.4,1.1,5.358,0.015,0.003,0.005,0.0005,0.005
DLBAJ71,A.P. NO. X,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.31538,24.05496,2022,157.3,1577.0,648.1,1343.7,0.04,0.0015,0.33,1.1,6.007,0.01,0.003,0.005,0.0005,0.005
DLBAJ72,POZO NO. XI (ANTES A.P. XI),PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.31963,24.04636,2022,131.9,1762.0,714.6,1582.7,0.125,0.0015,0.25,1.1,6.964,0.01,0.003,0.005,0.0005,0.005
DLBAJ81,POZO CLAVE 2,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.89282,23.96127,2022,219.2,2371.0,457.1,2136.3,0.34,0.097,0.87,1860.0,1.311,0.01,0.003,0.005,0.0005,0.005
DLBAJ92,POZO SAN BERNABE,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,-109.69954,23.14838,2022,77.1,248.0,94.5,203.8,0.025,0.0015,0.31,1.1,3.76,0.01,0.003,0.005,0.0005,0.005
DLBAJ93,POZO JAVIER ARAMBURO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,-109.697542,23.06715,2022,174.6,1210.0,234.7,805.2,0.025,0.009,2.03,1.1,1.42,0.01,0.003,0.005,0.0005,0.005
DLCAM233,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ULUMAL,PENÍNSULA DE YUCATÁN,CAMPECHE,CHAMPOTÓN,PENÍNSULA DE YUCATÁN,POZO,-90.62253,19.27276,2022,329.2,1428.5,668.3,1034.5,0.04025,0.0055,0.44,60.275,2.671,0.01,0.003,0.011,0.0005,0.005
DLCAM244,POZO DEL SISTEMA DE AGUA POTABLE DE ALFREDO V. BONFIL,PENÍNSULA DE YUCATÁN,CAMPECHE,CAMPECHE,PENÍNSULA DE YUCATÁN,POZO,-90.17564,19.52199,2022,300.4,941.5,374.3,690.5,0.025,0.0015,0.465,29.0,13.219,0.01,0.003,0.005,0.0005,0.005
DLCAM245,POZO DEL SISTEMA DE AGUA POTABLE DE PUEBLO NUEVO,PENÍNSULA DE YUCATÁN,CAMPECHE,CAMPECHE,PENÍNSULA DE YUCATÁN,POZO,-90.12211,19.74728,2022,357.1,1428.0,431.95,1022.0,0.03075,0.0015,0.435,66.0,33.831,0.01,0.003,0.0075,0.0005,0.00575
DLCAM246,POZO 6 DEL SISTEMA DE AGUA POTABLE DE HOPELCHEN,PENÍNSULA DE YUCATÁN,CAMPECHE,HOPELCHÉN,PENÍNSULA DE YUCATÁN,POZO,-89.85167,19.74251,2022,346.0,1308.0,397.6,801.5,0.025,0.0015,0.385,7.775,24.9235,0.01,0.003,0.005,0.0005,0.00575
DLCAM248,POZO DEL SISTEMA DE AGUA POTABLE DE NOHALAL,PENÍNSULA DE YUCATÁN,CAMPECHE,HECELCHAKÁN,PENÍNSULA DE YUCATÁN,POZO,-89.90955,20.10319,2022,319.0,1757.0,613.15,1091.0,0.025,0.001875,0.77,11.775,4.307,0.01,0.003,0.006,0.0005,0.005
DLCAM249,POZO 1 DEL SISTEMA DE AGUA POTABLE DE HECELCHAKAN,PENÍNSULA DE YUCATÁN,CAMPECHE,HECELCHAKÁN,PENÍNSULA DE YUCATÁN,POZO,-90.1235,20.1959,2022,342.2,2210.5,599.05,1507.0,0.041,0.00165,0.305,11.775,6.334,0.01,0.003,0.016,0.0005,0.005
DLCAM253,POZO 2 DEL SISTEMA DE AGUA POTABLE DE CALKINI,PENÍNSULA DE YUCATÁN,CAMPECHE,CALKINÍ,PENÍNSULA DE YUCATÁN,POZO,-90.0605,20.37721,2022,362.7,2778.0,788.8,1900.0,0.169,0.036,0.46,1.1,18.7145,0.01,0.003,0.015,0.0005,0.005
DLCAM6560,POZO DEL SAP DE TIKINMUL,PENÍNSULA DE YUCATÁN,CAMPECHE,CAMPECHE,PENÍNSULA DE YUCATÁN,POZO,-90.221917,19.76505,2022,247.4,2094.0,1110.5,1990.0,0.025,0.0015,1.08,28.0,4.064,0.01,0.003,0.005,0.0005,0.005
DLCAM6561,POZO DEL SAP DE ICH-EK,PENÍNSULA DE YUCATÁN,CAMPECHE,HOPELCHÉN,PENÍNSULA DE YUCATÁN,POZO,-89.966967,19.73225,2022,326.4,1517.0,586.0,1139.0,0.075,0.004,0.3,20.0,9.899,0.01,0.003,0.008,0.0005,0.005
DLCAM6562,POZO DEL SAP DE SANTA RITA,PENÍNSULA DE YUCATÁN,CAMPECHE,HOPELCHEN,PENÍNSULA DE YUCATÁN,POZO,-89.871306,19.648278,2022,329.2,1525.0,361.2,993.0,0.025,0.0015,0.7,120.0,17.08,0.01,0.003,0.006,0.0005,0.005
DLCAM6563,POZO DEL SAP DE PAKCHEN,PENÍNSULA DE YUCATÁN,CAMPECHE,HOPELCHEN,PENÍNSULA DE YUCATÁN,POZO,-89.792867,19.529183,2022,311.6,1815.0,618.6,1374.0,0.064,0.026,0.2,1100.0,8.864,0.01,0.003,0.005,0.0005,0.005
DLCAM6564,POZO DEL SAP LOS LAURELES,PENÍNSULA DE YUCATÁN,CAMPECHE,CAMPECHE,PENÍNSULA DE YUCATÁN,POZO,-89.99553,19.48846,2022,279.0,1165.0,326.6,762.0,0.028,0.006,0.46,210.0,10.788,0.01,0.003,0.005,0.0005,0.005
DLCAM6565,POZO DEL SAP DE DZIBALCHEN,PENÍNSULA DE YUCATÁN,CAMPECHE,HOPELCHEN,PENÍNSULA DE YUCATÁN,POZO,-89.73896,19.4576,2022,274.4,2364.0,1175.8,2130.0,0.025,0.0015,0.53,1100.0,6.784,0.01,0.003,0.009,0.0005,0.005
DLCAM6566,POZO DEL SAP DE ITURBIDE,PENÍNSULA DE YUCATÁN,CAMPECHE,HOPELCHEN,PENÍNSULA DE YUCATÁN,POZO,-89.60999,19.58269,2022,318.1,1661.0,751.2,1396.0,0.065,0.0015,0.89,9.0,8.902,0.01,0.003,0.005,0.0005,0.005
DLCHI291,CONEJOS-MEDANOS 2,RÍO BRAVO,CHIHUAHUA,JUÁREZ,CONEJOS-MEDANOS,POZO,-106.76219,31.74933,2022,53.1,1762.0,126.0,1008.4,0.025,0.018,1.54,41.0,0.68,0.022,0.003,0.005,0.0005,0.005
DLCHI296,VALLE DE JUAREZ 1,RÍO BRAVO,CHIHUAHUA,JUÁREZ,VALLE DE JUAREZ,POZO,-106.28142,31.54709,2022,174.0,1651.0,392.0,1171.8,0.025,0.027,0.38,1.1,2.445,0.01,0.003,0.005,0.0005,0.005
DLCHI297,VALLE DE JUAREZ 2,RÍO BRAVO,CHIHUAHUA,GUADALUPE,VALLE DE JUAREZ,POZO,-106.11205,31.34143,2022,201.1,1210.0,104.0,801.2,0.335,0.017,2.08,1.1,0.699,0.01,0.003,0.005,0.0005,0.005
DLCHI300,VALLE DE JUAREZ 3,RÍO BRAVO,CHIHUAHUA,PRAXEDIS G. GUERRERO,VALLE DE JUAREZ,POZO,-105.8813,31.27197,2022,340.1,8273.0,1880.0,5921.3,2.077,2.613,0.5,1.1,0.265,0.01,0.003,0.005,0.0005,0.005
DLCHI409M1,MEOQUI-DELICIAS (M-101),RÍO BRAVO,CHIHUAHUA,CAMARGO,MEOQUI-DELICIAS,POZO,-105.1638889,27.7325,2022,238.7,1858.0,1004.0,1703.0,0.037,0.005,1.67,175.0,6.822,0.051,0.003,0.005,0.0005,0.005
DLCOA430,POZO 1 RANCHO SAN JUAN (CHAPULA),RÍO BRAVO,COAHUILA DE ZARAGOZA,SALTILLO,CAÑON DEL DERRAMADERO,POZO,-101.21586,25.26437,2022,272.3,768.0,378.1,539.0,0.025,0.0015,0.76,10.0,10.539,0.01,0.003,0.005,0.0005,0.005
DLCOA455,PAREDON 2 - EJIDO COSME,RÍO BRAVO,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,PAREDON,POZO,-101.32825,25.91717,2022,246.6,1457.0,466.1,1006.3,0.066,0.002,0.4,379.0,38.768,0.01,0.003,0.005,0.0005,0.005
DLCOA456,POZO 1 RANCHO LA CHIRIPA,RÍO BRAVO,COAHUILA DE ZARAGOZA,SALTILLO,CAÑON DEL DERRAMADERO,POZO,-101.26036,25.28887,2022,588.7,1160.0,10.0,678.3,0.025,0.0015,2.83,1.1,0.228,0.01,0.003,0.005,0.0005,0.005
DLCOA474,CAÑON DEL DERRAMADERO 2,RÍO BRAVO,COAHUILA DE ZARAGOZA,SALTILLO,CAÑON DEL DERRAMADERO,POZO,-101.27869,25.29527,2022,408.0,1015.0,319.9,625.8,0.184,0.063,1.49,1.1,1.132,0.01,0.003,0.005,0.0005,0.005
DLCOA499,EL HUNDIDO 1,RÍO BRAVO,COAHUILA DE ZARAGOZA,CUATRO CIÉNEGAS,EL HUNDIDO,POZO,-102.26766,26.60065,2022,123.8,3495.0,1828.1,3144.7,0.025,0.0015,3.16,1.1,28.02,0.025,0.003,0.005,0.0005,0.005
DLCOA500,RANCHO DR. CELESTINO VALDEZ,RÍO BRAVO,COAHUILA DE ZARAGOZA,ARTEAGA,EL HUNDIDO,POZO,-100.87861,25.45353,2022,195.9,1592.0,650.9,1283.7,0.144,0.012,0.27,1.1,1.69,0.01,0.003,0.005,0.0005,0.005
DLCOA506,RANCHO LA PILA,RÍO BRAVO,COAHUILA DE ZARAGOZA,SALTILLO,CAÑON DEL DERRAMADERO,POZO,-101.21575,25.26425,2022,352.9,712.0,182.8,457.6,0.037,0.0015,1.37,1.1,2.045,0.01,0.003,0.005,0.0005,0.005
DLCOA507,RANCHO ARTURO MENDES,RÍO BRAVO,COAHUILA DE ZARAGOZA,OCAMPO,CUATROCIENEGAS-OCAMPO,POZO,-102.40714,27.60349,2022,174.6,1312.0,737.5,995.7,0.025,0.0015,1.3,1.1,1.193,0.01,0.003,0.005,0.0005,0.005
DLCOA5367,POZO CANDELARIA #1.,RÍO BRAVO,COAHUILA DE ZARAGOZA,GUERRERO,ALLENDE-PIEDRAS NEGRAS,POZO,-101.34878,25.45236,2022,288.3,848.0,330.3,590.4,0.056,0.004,0.49,1.1,11.747,0.01,0.003,0.005,0.0005,0.005
DLCOA5368,POZO MACUYU,RÍO BRAVO,COAHUILA DE ZARAGOZA,GENERAL CEPEDA,GENERAL CEPEDA-SAUCEDA,POZO,-101.647222222,25.3575,2022,282.6,644.0,328.4,428.2,0.025,0.0015,0.29,41.0,9.054,0.01,0.003,0.005,0.0005,0.005
DLCOL566,POZO NO. 635 A.P. EL REAL,LERMA SANTIAGO PACÍFICO,COLIMA,TECOMÁN,ARMERIA-TECOMAN-PERIQUILLOS,POZO,-103.94745,18.84347,2022,174.7,639.0,243.8,502.8,0.078,0.037,0.22,1.1,0.032,0.01,0.003,0.005,0.0005,0.005
DLCOL572,"POZO NO. 618 H. ARMERIA, RINCON DE LOPEZ",LERMA SANTIAGO PACÍFICO,COLIMA,ARMERÍA,ALZADA-TEPAMES,POZO,-103.93098,19.05583,2022,218.1,736.0,339.3,572.8,0.025,0.0015,0.23,1.1,2.002,0.01,0.003,0.005,0.0005,0.005
DLCOL618,POZO NO. 1394 A.P. VENUSTIANO CARRANZA,LERMA SANTIAGO PACÍFICO,COLIMA,MANZANILLO,VENUSTIANO CARRANZA,POZO,-104.10233,19.0126,2022,111.8,827.0,293.2,607.0,0.025,0.0015,0.2,1.1,5.919,0.01,0.003,0.005,0.0005,0.005
DLDUR5403,POZO BAYLON,CUENCAS CENTRALES DEL NORTE,DURANGO,EL ORO,MATALOTES-EL ORO,POZO,-105.41268,25.91927,2022,197.9,447.0,94.5,307.6,0.025,0.0015,1.82,1.1,0.673,0.068,0.003,0.005,0.0005,0.005
DLDUR5405,POZO SAN FERMÍN,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,SAN FERMIN,POZO,-104.80348,26.32283,2022,224.4,853.0,73.7,548.2,0.025,0.0015,1.13,1.1,4.776,0.047,0.003,0.005,0.0005,0.005
DLDUR5406,POZO LAS DELICIAS,CUENCAS CENTRALES DEL NORTE,DURANGO,INDÉ,BUENOS AIRES,POZO,-105.04658,25.69362,2022,209.1,746.0,10.0,447.0,0.025,0.0015,2.59,1.1,2.345,0.129,0.003,0.005,0.0005,0.005
DLDUR5844,POZO 5 CUENCAME,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.709028,24.873194,2022,495.0,631.0,210.0,431.0,0.025,0.0015,1.08,1.1,0.981,0.067,0.003,0.005,0.0005,0.005
DLDUR5845,POZO CUATILLOS,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.76907,25.0966,2022,202.2,2253.0,972.0,2029.2,0.025,0.0015,0.7,1.1,54.26,0.061,0.003,0.005,0.0005,0.005
DLDUR5846,POZO 20 AMIGOS,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.7942,25.09253,2022,267.4,1337.0,492.0,1109.4,0.025,0.0015,1.48,122.0,18.917,0.043,0.003,0.005,0.0005,0.005
DLDUR637,POZO COLINAS,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN DIMAS,TEPEHUANES-SANTIAGO,POZO,-105.44319,25.04651,2022,308.0,813.0,39.5,501.4,0.025,0.0015,7.75,1.1,0.103,0.019,0.003,0.005,0.0005,0.005
DLDUR639,POZO EL TAGARETE,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,-105.42947,25.04969,2022,518.2,1104.0,64.4,710.0,0.025,0.021,5.49,1.1,3.432,0.043,0.003,0.005,0.0005,0.005
DLDUR643,POZO LA HUERTA,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,-105.42039,25.03796,2022,222.4,507.0,35.3,332.4,0.025,0.0015,1.78,1.1,2.141,0.045,0.003,0.005,0.0005,0.005
DLDUR644,POZO LAS TURBINAS,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,-105.41407,25.03166,2022,212.2,441.0,29.1,294.8,0.025,0.0015,0.6,1.1,2.312,0.015,0.003,0.005,0.0005,0.005
